instance;scenario;node;xcoor;ycoor;service;early;late
C102S15;4;36;5.00;45.00;5.00;28.00;88.00
C102S15;4;37;2.00;40.00;5.00;123.00;183.00
C102S15;4;43;33.00;35.00;5.00;116.00;176.00
C102S15;4;45;30.00;30.00;5.00;45.00;105.00
C102S15;4;47;30.00;35.00;5.00;44.00;104.00
C102S15;4;56;40.00;5.00;5.00;140.00;200.00
C102S15;4;72;53.00;30.00;5.00;123.00;183.00
C102S15;4;75;45.00;65.00;5.00;118.00;178.00
C102S15;4;78;88.00;35.00;5.00;111.00;171.00
C102S15;4;97;60.00;85.00;5.00;162.00;222.00
C102S15;5;4;42.00;68.00;5.00;169.00;229.00
C102S15;5;7;40.00;66.00;5.00;40.00;100.00
C102S15;5;27;23.00;52.00;5.00;16.00;76.00
C102S15;5;32;10.00;40.00;5.00;147.00;207.00
C102S15;5;38;0.00;40.00;5.00;41.00;101.00
C102S15;5;42;33.00;32.00;5.00;83.00;143.00
C102S15;5;51;25.00;30.00;5.00;38.00;98.00
C102S15;5;76;90.00;35.00;5.00;19.00;79.00
C102S15;5;96;60.00;80.00;5.00;35.00;95.00
C102S15;6;5;42.00;65.00;5.00;25.00;85.00
C102S15;6;12;25.00;85.00;5.00;35.00;95.00
C102S15;6;26;25.00;55.00;5.00;111.00;171.00
C102S15;6;38;0.00;40.00;5.00;49.00;109.00
C102S15;6;39;0.00;45.00;5.00;134.00;194.00
C102S15;6;40;35.00;30.00;5.00;148.00;208.00
C102S15;6;41;35.00;32.00;5.00;148.00;208.00
C102S15;6;42;33.00;32.00;5.00;68.00;128.00
C102S15;6;57;40.00;15.00;5.00;164.00;224.00
C102S15;6;76;90.00;35.00;5.00;25.00;85.00
C102S15;6;82;75.00;55.00;5.00;44.00;104.00
C102S15;6;89;63.00;58.00;5.00;46.00;106.00
C102S15;6;98;58.00;75.00;5.00;19.00;79.00
C102S15;7;5;42.00;65.00;5.00;105.00;165.00
C102S15;7;20;30.00;50.00;5.00;130.00;190.00
C102S15;7;23;28.00;55.00;5.00;171.00;231.00
C102S15;7;31;10.00;35.00;5.00;27.00;87.00
C102S15;7;44;32.00;30.00;5.00;38.00;98.00
C102S15;7;56;40.00;5.00;5.00;124.00;184.00
C102S15;7;58;38.00;5.00;5.00;141.00;201.00
C102S15;7;62;50.00;35.00;5.00;48.00;108.00
C102S15;7;76;90.00;35.00;5.00;140.00;200.00
C102S15;7;80;85.00;25.00;5.00;149.00;209.00
C102S15;7;83;72.00;55.00;5.00;172.00;232.00
C102S15;7;93;65.00;85.00;5.00;175.00;235.00
C102S15;8;27;23.00;52.00;5.00;24.00;84.00
C102S15;8;31;10.00;35.00;5.00;129.00;189.00
C102S15;8;48;28.00;30.00;5.00;119.00;179.00
C102S15;8;50;26.00;32.00;5.00;38.00;98.00
C102S15;8;57;40.00;15.00;5.00;65.00;125.00
C102S15;8;58;38.00;5.00;5.00;108.00;168.00
C102S15;8;72;53.00;30.00;5.00;63.00;123.00
C102S15;8;80;85.00;25.00;5.00;111.00;171.00
C102S15;8;88;65.00;60.00;5.00;131.00;191.00
C102S15;8;92;67.00;85.00;5.00;63.00;123.00
C102S15;8;97;60.00;85.00;5.00;167.00;227.00
C102S15;9;20;30.00;50.00;5.00;100.00;160.00
C102S15;9;36;5.00;45.00;5.00;77.00;137.00
C102S15;9;48;28.00;30.00;5.00;159.00;219.00
C102S15;9;52;25.00;35.00;5.00;56.00;116.00
C102S15;9;55;42.00;15.00;5.00;101.00;161.00
C102S15;9;58;38.00;5.00;5.00;21.00;81.00
C102S15;9;65;48.00;40.00;5.00;127.00;187.00
C102S15;9;67;47.00;40.00;5.00;44.00;104.00
C102S15;9;81;85.00;35.00;5.00;89.00;149.00
C102S20;0;12;25.00;85.00;5.00;162.00;222.00
C102S20;0;23;28.00;55.00;5.00;10.00;70.00
C102S20;0;30;20.00;55.00;5.00;73.00;133.00
C102S20;0;36;5.00;45.00;5.00;127.00;187.00
C102S20;0;66;47.00;35.00;5.00;15.00;75.00
C102S20;0;90;60.00;55.00;5.00;20.00;80.00
C102S20;1;21;30.00;52.00;5.00;149.00;209.00
C102S20;1;22;28.00;52.00;5.00;62.00;122.00
C102S20;1;28;23.00;55.00;5.00;40.00;100.00
C102S20;1;38;0.00;40.00;5.00;176.00;236.00
C102S20;1;41;35.00;32.00;5.00;105.00;165.00
C102S20;1;87;65.00;55.00;5.00;96.00;156.00
C102S20;2;1;45.00;68.00;5.00;140.00;200.00
C102S20;2;6;40.00;69.00;5.00;36.00;96.00
C102S20;2;30;20.00;55.00;5.00;118.00;178.00
C102S20;2;32;10.00;40.00;5.00;129.00;189.00
C102S20;2;33;8.00;40.00;5.00;51.00;111.00
C102S20;2;65;48.00;40.00;5.00;170.00;230.00
C102S20;2;74;53.00;35.00;5.00;163.00;223.00
C102S20;2;90;60.00;55.00;5.00;143.00;203.00
C102S20;2;94;65.00;82.00;5.00;81.00;141.00
C102S20;3;32;10.00;40.00;5.00;137.00;197.00
C102S20;3;40;35.00;30.00;5.00;159.00;219.00
C102S20;3;51;25.00;30.00;5.00;55.00;115.00
C102S20;3;67;47.00;40.00;5.00;85.00;145.00
C102S20;3;70;95.00;30.00;5.00;86.00;146.00
C102S20;3;87;65.00;55.00;5.00;22.00;82.00
C102S20;4;24;25.00;50.00;5.00;124.00;184.00
C102S20;4;36;5.00;45.00;5.00;103.00;163.00
C102S20;4;66;47.00;35.00;5.00;104.00;164.00
C102S20;4;70;95.00;30.00;5.00;85.00;145.00
C102S20;4;71;95.00;35.00;5.00;53.00;113.00
C102S20;4;73;92.00;30.00;5.00;107.00;167.00
C102S20;4;91;60.00;60.00;5.00;31.00;91.00
C102S20;5;7;40.00;66.00;5.00;131.00;191.00
C102S20;5;22;28.00;52.00;5.00;120.00;180.00
C102S20;5;36;5.00;45.00;5.00;10.00;70.00
C102S20;5;40;35.00;30.00;5.00;105.00;165.00
C102S20;5;54;42.00;10.00;5.00;51.00;111.00
C102S20;5;70;95.00;30.00;5.00;145.00;205.00
C102S20;5;84;70.00;58.00;5.00;34.00;94.00
C102S20;5;85;68.00;60.00;5.00;149.00;209.00
C102S20;5;87;65.00;55.00;5.00;130.00;190.00
C102S20;6;10;35.00;66.00;5.00;93.00;153.00
C102S20;6;50;26.00;32.00;5.00;109.00;169.00
C102S20;6;54;42.00;10.00;5.00;73.00;133.00
C102S20;6;68;45.00;30.00;5.00;168.00;228.00
C102S20;7;28;23.00;55.00;5.00;93.00;153.00
C102S20;7;38;0.00;40.00;5.00;132.00;192.00
C102S20;7;49;28.00;35.00;5.00;63.00;123.00
C102S20;7;57;40.00;15.00;5.00;83.00;143.00
C102S20;7;60;35.00;5.00;5.00;27.00;87.00
C102S20;7;82;75.00;55.00;5.00;130.00;190.00
C102S20;8;10;35.00;66.00;5.00;130.00;190.00
C102S20;8;27;23.00;52.00;5.00;57.00;117.00
C102S20;8;33;8.00;40.00;5.00;100.00;160.00
C102S20;8;39;0.00;45.00;5.00;69.00;129.00
C102S20;8;59;38.00;15.00;5.00;55.00;115.00
C102S20;8;67;47.00;40.00;5.00;15.00;75.00
C102S20;8;68;45.00;30.00;5.00;153.00;213.00
C102S20;8;73;92.00;30.00;5.00;35.00;95.00
C102S20;9;34;8.00;45.00;5.00;164.00;224.00
C102S20;9;36;5.00;45.00;5.00;118.00;178.00
C102S20;9;38;0.00;40.00;5.00;160.00;220.00
C102S20;9;70;95.00;30.00;5.00;174.00;234.00
C102S20;9;71;95.00;35.00;5.00;69.00;129.00
C103S10;0;2;45.00;70.00;5.00;15.00;75.00
C103S10;0;14;22.00;85.00;5.00;101.00;161.00
C103S10;0;39;0.00;45.00;5.00;135.00;195.00
C103S10;0;47;30.00;35.00;5.00;109.00;169.00
C103S10;0;52;25.00;35.00;5.00;16.00;76.00
C103S10;0;85;68.00;60.00;5.00;133.00;193.00
C103S10;0;87;65.00;55.00;5.00;141.00;201.00
C103S10;0;88;65.00;60.00;5.00;17.00;77.00
C103S10;0;90;60.00;55.00;5.00;74.00;134.00
C103S10;1;21;30.00;52.00;5.00;164.00;224.00
C103S10;1;25;25.00;52.00;5.00;20.00;80.00
C103S10;1;26;25.00;55.00;5.00;168.00;228.00
C103S10;1;31;10.00;35.00;5.00;10.00;70.00
C103S10;1;37;2.00;40.00;5.00;25.00;85.00
C103S10;1;39;0.00;45.00;5.00;173.00;233.00
C103S10;1;45;30.00;30.00;5.00;151.00;211.00
C103S10;1;46;30.00;32.00;5.00;73.00;133.00
C103S10;1;52;25.00;35.00;5.00;95.00;155.00
C103S10;1;54;42.00;10.00;5.00;169.00;229.00
C103S10;1;55;42.00;15.00;5.00;108.00;168.00
C103S10;1;56;40.00;5.00;5.00;112.00;172.00
C103S10;1;61;50.00;30.00;5.00;46.00;106.00
C103S10;1;67;47.00;40.00;5.00;153.00;213.00
C103S10;1;68;45.00;30.00;5.00;84.00;144.00
C103S10;1;86;66.00;55.00;5.00;46.00;106.00
C103S10;1;92;67.00;85.00;5.00;68.00;128.00
C103S10;2;6;40.00;69.00;5.00;168.00;228.00
C103S10;2;11;35.00;69.00;5.00;61.00;121.00
C103S10;2;21;30.00;52.00;5.00;29.00;89.00
C103S10;2;49;28.00;35.00;5.00;122.00;182.00
C103S10;2;51;25.00;30.00;5.00;45.00;105.00
C103S10;2;52;25.00;35.00;5.00;157.00;217.00
C103S10;2;61;50.00;30.00;5.00;67.00;127.00
C103S10;2;62;50.00;35.00;5.00;31.00;91.00
C103S10;2;84;70.00;58.00;5.00;158.00;218.00
C103S10;2;90;60.00;55.00;5.00;174.00;234.00
C103S10;2;95;62.00;80.00;5.00;128.00;188.00
C103S10;2;96;60.00;80.00;5.00;88.00;148.00
C103S10;2;100;55.00;85.00;5.00;152.00;212.00
C103S10;3;1;45.00;68.00;5.00;73.00;133.00
C103S10;3;13;22.00;75.00;5.00;148.00;208.00
C103S10;3;16;20.00;85.00;5.00;113.00;173.00
C103S10;3;18;15.00;75.00;5.00;154.00;214.00
C103S10;3;20;30.00;50.00;5.00;56.00;116.00
C103S10;3;25;25.00;52.00;5.00;69.00;129.00
C103S10;3;29;20.00;50.00;5.00;90.00;150.00
C103S10;3;41;35.00;32.00;5.00;170.00;230.00
C103S10;3;58;38.00;5.00;5.00;41.00;101.00
C103S10;3;69;45.00;35.00;5.00;68.00;128.00
C103S10;3;81;85.00;35.00;5.00;105.00;165.00
C103S10;3;85;68.00;60.00;5.00;136.00;196.00
C103S10;3;86;66.00;55.00;5.00;105.00;165.00
C103S10;3;87;65.00;55.00;5.00;87.00;147.00
C103S10;3;88;65.00;60.00;5.00;108.00;168.00
C103S10;4;12;25.00;85.00;5.00;100.00;160.00
C103S10;4;21;30.00;52.00;5.00;115.00;175.00
C103S10;4;25;25.00;52.00;5.00;127.00;187.00
C103S10;4;26;25.00;55.00;5.00;107.00;167.00
C103S10;4;33;8.00;40.00;5.00;54.00;114.00
C103S10;4;39;0.00;45.00;5.00;122.00;182.00
C103S10;4;41;35.00;32.00;5.00;167.00;227.00
C103S10;4;43;33.00;35.00;5.00;154.00;214.00
C103S10;4;65;48.00;40.00;5.00;27.00;87.00
C103S10;4;70;95.00;30.00;5.00;76.00;136.00
C103S10;4;72;53.00;30.00;5.00;24.00;84.00
C103S10;4;85;68.00;60.00;5.00;68.00;128.00
C103S10;4;96;60.00;80.00;5.00;113.00;173.00
C103S10;5;11;35.00;69.00;5.00;38.00;98.00
C103S10;5;14;22.00;85.00;5.00;134.00;194.00
C103S10;5;15;20.00;80.00;5.00;131.00;191.00
C103S10;5;29;20.00;50.00;5.00;98.00;158.00
C103S10;5;51;25.00;30.00;5.00;52.00;112.00
C103S10;5;52;25.00;35.00;5.00;178.00;238.00
C103S10;5;56;40.00;5.00;5.00;95.00;155.00
C103S10;5;58;38.00;5.00;5.00;31.00;91.00
C103S10;5;61;50.00;30.00;5.00;29.00;89.00
C103S10;5;70;95.00;30.00;5.00;27.00;87.00
C103S10;5;83;72.00;55.00;5.00;154.00;214.00
C103S10;5;86;66.00;55.00;5.00;66.00;126.00
C103S10;5;89;63.00;58.00;5.00;131.00;191.00
C103S10;5;95;62.00;80.00;5.00;32.00;92.00
C103S10;5;96;60.00;80.00;5.00;101.00;161.00
C103S10;5;97;60.00;85.00;5.00;172.00;232.00
C103S10;6;4;42.00;68.00;5.00;26.00;86.00
C103S10;6;7;40.00;66.00;5.00;20.00;80.00
C103S10;6;15;20.00;80.00;5.00;69.00;129.00
C103S10;6;26;25.00;55.00;5.00;43.00;103.00
C103S10;6;30;20.00;55.00;5.00;108.00;168.00
C103S10;6;31;10.00;35.00;5.00;113.00;173.00
C103S10;6;32;10.00;40.00;5.00;150.00;210.00
C103S10;6;33;8.00;40.00;5.00;147.00;207.00
C103S10;6;39;0.00;45.00;5.00;161.00;221.00
C103S10;6;45;30.00;30.00;5.00;15.00;75.00
C103S10;6;50;26.00;32.00;5.00;66.00;126.00
C103S10;6;56;40.00;5.00;5.00;50.00;110.00
C103S10;6;67;47.00;40.00;5.00;77.00;137.00
C103S10;7;11;35.00;69.00;5.00;57.00;117.00
C103S10;7;18;15.00;75.00;5.00;132.00;192.00
C103S10;7;25;25.00;52.00;5.00;121.00;181.00
C103S10;7;29;20.00;50.00;5.00;153.00;213.00
C103S10;7;38;0.00;40.00;5.00;171.00;231.00
C103S10;7;51;25.00;30.00;5.00;14.00;74.00
C103S10;7;55;42.00;15.00;5.00;50.00;110.00
C103S10;7;63;50.00;40.00;5.00;11.00;71.00
C103S10;7;66;47.00;35.00;5.00;31.00;91.00
C103S10;7;83;72.00;55.00;5.00;10.00;70.00
C103S10;7;86;66.00;55.00;5.00;136.00;196.00
C103S10;7;92;67.00;85.00;5.00;94.00;154.00
C103S10;7;93;65.00;85.00;5.00;13.00;73.00
C103S10;7;97;60.00;85.00;5.00;103.00;163.00
C103S10;8;6;40.00;69.00;5.00;16.00;76.00
C103S10;8;13;22.00;75.00;5.00;122.00;182.00
C103S10;8;21;30.00;52.00;5.00;15.00;75.00
C103S10;8;30;20.00;55.00;5.00;36.00;96.00
C103S10;8;36;5.00;45.00;5.00;20.00;80.00
C103S10;8;46;30.00;32.00;5.00;132.00;192.00
C103S10;8;47;30.00;35.00;5.00;113.00;173.00
C103S10;8;49;28.00;35.00;5.00;49.00;109.00
C103S10;8;58;38.00;5.00;5.00;158.00;218.00
C103S10;8;71;95.00;35.00;5.00;171.00;231.00
C103S10;8;79;87.00;30.00;5.00;20.00;80.00
C103S10;8;83;72.00;55.00;5.00;50.00;110.00
C103S10;8;85;68.00;60.00;5.00;24.00;84.00
C103S10;8;86;66.00;55.00;5.00;127.00;187.00
C103S10;8;94;65.00;82.00;5.00;166.00;226.00
C103S10;9;2;45.00;70.00;5.00;72.00;132.00
C103S10;9;7;40.00;66.00;5.00;177.00;237.00
C103S10;9;10;35.00;66.00;5.00;114.00;174.00
C103S10;9;16;20.00;85.00;5.00;127.00;187.00
C103S10;9;23;28.00;55.00;5.00;128.00;188.00
C103S10;9;26;25.00;55.00;5.00;84.00;144.00
C103S10;9;28;23.00;55.00;5.00;60.00;120.00
C103S10;9;60;35.00;5.00;5.00;58.00;118.00
C103S10;9;71;95.00;35.00;5.00;124.00;184.00
C103S10;9;89;63.00;58.00;5.00;111.00;171.00
C103S10;9;95;62.00;80.00;5.00;35.00;95.00
C103S15;0;10;35.00;66.00;5.00;162.00;222.00
C103S15;0;18;15.00;75.00;5.00;155.00;215.00
C103S15;0;20;30.00;50.00;5.00;101.00;161.00
C103S15;0;34;8.00;45.00;5.00;60.00;120.00
C103S15;0;59;38.00;15.00;5.00;101.00;161.00
C103S15;0;74;53.00;35.00;5.00;66.00;126.00
C103S15;0;77;88.00;30.00;5.00;131.00;191.00
C103S15;0;85;68.00;60.00;5.00;146.00;206.00
C103S15;0;91;60.00;60.00;5.00;34.00;94.00
C103S15;0;93;65.00;85.00;5.00;123.00;183.00
C103S15;0;95;62.00;80.00;5.00;14.00;74.00
C103S15;0;96;60.00;80.00;5.00;134.00;194.00
C103S15;1;3;42.00;66.00;5.00;166.00;226.00
C103S15;1;8;38.00;68.00;5.00;30.00;90.00
C103S15;1;10;35.00;66.00;5.00;102.00;162.00
C103S15;1;16;20.00;85.00;5.00;167.00;227.00
C103S15;1;24;25.00;50.00;5.00;55.00;115.00
C103S15;1;26;25.00;55.00;5.00;36.00;96.00
C103S15;1;31;10.00;35.00;5.00;39.00;99.00
C103S15;1;32;10.00;40.00;5.00;129.00;189.00
C103S15;1;48;28.00;30.00;5.00;101.00;161.00
C103S15;2;6;40.00;69.00;5.00;176.00;236.00
C103S15;2;7;40.00;66.00;5.00;162.00;222.00
C103S15;2;8;38.00;68.00;5.00;54.00;114.00
C103S15;2;22;28.00;52.00;5.00;135.00;195.00
C103S15;2;25;25.00;52.00;5.00;122.00;182.00
C103S15;2;50;26.00;32.00;5.00;37.00;97.00
C103S15;2;51;25.00;30.00;5.00;148.00;208.00
C103S15;2;72;53.00;30.00;5.00;19.00;79.00
C103S15;2;78;88.00;35.00;5.00;124.00;184.00
C103S15;2;94;65.00;82.00;5.00;85.00;145.00
C103S15;2;100;55.00;85.00;5.00;155.00;215.00
C103S15;3;18;15.00;75.00;5.00;82.00;142.00
C103S15;3;22;28.00;52.00;5.00;149.00;209.00
C103S15;3;32;10.00;40.00;5.00;152.00;212.00
C103S15;3;35;5.00;35.00;5.00;164.00;224.00
C103S15;3;38;0.00;40.00;5.00;99.00;159.00
C103S15;3;43;33.00;35.00;5.00;154.00;214.00
C103S15;3;81;85.00;35.00;5.00;29.00;89.00
C103S15;3;86;66.00;55.00;5.00;98.00;158.00
C103S15;3;89;63.00;58.00;5.00;160.00;220.00
C103S15;3;91;60.00;60.00;5.00;14.00;74.00
C103S15;4;9;38.00;70.00;5.00;130.00;190.00
C103S15;4;16;20.00;85.00;5.00;24.00;84.00
C103S15;4;33;8.00;40.00;5.00;71.00;131.00
C103S15;4;48;28.00;30.00;5.00;93.00;153.00
C103S15;4;62;50.00;35.00;5.00;28.00;88.00
C103S15;4;71;95.00;35.00;5.00;112.00;172.00
C103S15;4;81;85.00;35.00;5.00;139.00;199.00
C103S15;4;82;75.00;55.00;5.00;51.00;111.00
C103S15;4;85;68.00;60.00;5.00;106.00;166.00
C103S15;4;94;65.00;82.00;5.00;41.00;101.00
C103S15;4;99;55.00;80.00;5.00;74.00;134.00
C103S15;5;23;28.00;55.00;5.00;142.00;202.00
C103S15;5;26;25.00;55.00;5.00;89.00;149.00
C103S15;5;32;10.00;40.00;5.00;115.00;175.00
C103S15;5;35;5.00;35.00;5.00;77.00;137.00
C103S15;5;49;28.00;35.00;5.00;85.00;145.00
C103S15;5;50;26.00;32.00;5.00;11.00;71.00
C103S15;5;59;38.00;15.00;5.00;139.00;199.00
C103S15;5;64;48.00;30.00;5.00;99.00;159.00
C103S15;5;67;47.00;40.00;5.00;107.00;167.00
C103S15;5;75;45.00;65.00;5.00;59.00;119.00
C103S15;5;90;60.00;55.00;5.00;65.00;125.00
C103S15;5;99;55.00;80.00;5.00;14.00;74.00
C103S15;6;14;22.00;85.00;5.00;163.00;223.00
C103S15;6;16;20.00;85.00;5.00;86.00;146.00
C103S15;6;26;25.00;55.00;5.00;115.00;175.00
C103S15;6;36;5.00;45.00;5.00;132.00;192.00
C103S15;6;56;40.00;5.00;5.00;112.00;172.00
C103S15;6;71;95.00;35.00;5.00;64.00;124.00
C103S15;6;78;88.00;35.00;5.00;56.00;116.00
C103S15;6;86;66.00;55.00;5.00;86.00;146.00
C103S15;6;90;60.00;55.00;5.00;14.00;74.00
C103S15;6;93;65.00;85.00;5.00;93.00;153.00
C103S15;6;97;60.00;85.00;5.00;18.00;78.00
C103S15;7;41;35.00;32.00;5.00;118.00;178.00
C103S15;7;58;38.00;5.00;5.00;119.00;179.00
C103S15;7;62;50.00;35.00;5.00;96.00;156.00
C103S15;7;65;48.00;40.00;5.00;68.00;128.00
C103S15;7;74;53.00;35.00;5.00;159.00;219.00
C103S15;7;77;88.00;30.00;5.00;31.00;91.00
C103S15;7;79;87.00;30.00;5.00;87.00;147.00
C103S15;7;85;68.00;60.00;5.00;162.00;222.00
C103S15;7;87;65.00;55.00;5.00;97.00;157.00
C103S15;7;97;60.00;85.00;5.00;97.00;157.00
C103S15;8;17;18.00;75.00;5.00;35.00;95.00
C103S15;8;35;5.00;35.00;5.00;11.00;71.00
C103S15;8;43;33.00;35.00;5.00;96.00;156.00
C103S15;8;50;26.00;32.00;5.00;165.00;225.00
C103S15;8;56;40.00;5.00;5.00;65.00;125.00
C103S15;8;68;45.00;30.00;5.00;53.00;113.00
C103S15;8;75;45.00;65.00;5.00;121.00;181.00
C103S15;8;77;88.00;30.00;5.00;37.00;97.00
C103S15;8;79;87.00;30.00;5.00;82.00;142.00
C103S15;8;96;60.00;80.00;5.00;106.00;166.00
C103S15;8;100;55.00;85.00;5.00;65.00;125.00
C103S15;9;16;20.00;85.00;5.00;142.00;202.00
C103S15;9;20;30.00;50.00;5.00;138.00;198.00
C103S15;9;24;25.00;50.00;5.00;110.00;170.00
C103S15;9;25;25.00;52.00;5.00;132.00;192.00
C103S15;9;41;35.00;32.00;5.00;113.00;173.00
C103S15;9;48;28.00;30.00;5.00;21.00;81.00
C103S15;9;61;50.00;30.00;5.00;172.00;232.00
C103S15;9;73;92.00;30.00;5.00;77.00;137.00
C103S15;9;84;70.00;58.00;5.00;124.00;184.00
C103S15;9;89;63.00;58.00;5.00;27.00;87.00
C103S15;9;91;60.00;60.00;5.00;52.00;112.00
C103S15;9;95;62.00;80.00;5.00;159.00;219.00
C103S15;9;97;60.00;85.00;5.00;133.00;193.00
C103S20;0;8;38.00;68.00;5.00;92.00;152.00
C103S20;0;26;25.00;55.00;5.00;173.00;233.00
C103S20;0;44;32.00;30.00;5.00;133.00;193.00
C103S20;0;61;50.00;30.00;5.00;136.00;196.00
C103S20;0;93;65.00;85.00;5.00;52.00;112.00
C103S20;0;95;62.00;80.00;5.00;47.00;107.00
C103S20;1;1;45.00;68.00;5.00;62.00;122.00
C103S20;1;5;42.00;65.00;5.00;50.00;110.00
C103S20;1;10;35.00;66.00;5.00;72.00;132.00
C103S20;1;29;20.00;50.00;5.00;111.00;171.00
C103S20;1;43;33.00;35.00;5.00;37.00;97.00
C103S20;1;82;75.00;55.00;5.00;34.00;94.00
C103S20;1;86;66.00;55.00;5.00;23.00;83.00
C103S20;1;92;67.00;85.00;5.00;93.00;153.00
C103S20;2;8;38.00;68.00;5.00;51.00;111.00
C103S20;2;11;35.00;69.00;5.00;31.00;91.00
C103S20;2;33;8.00;40.00;5.00;58.00;118.00
C103S20;2;38;0.00;40.00;5.00;69.00;129.00
C103S20;2;58;38.00;5.00;5.00;141.00;201.00
C103S20;2;66;47.00;35.00;5.00;95.00;155.00
C103S20;2;73;92.00;30.00;5.00;117.00;177.00
C103S20;2;87;65.00;55.00;5.00;54.00;114.00
C103S20;2;90;60.00;55.00;5.00;58.00;118.00
C103S20;3;14;22.00;85.00;5.00;165.00;225.00
C103S20;3;27;23.00;52.00;5.00;98.00;158.00
C103S20;3;35;5.00;35.00;5.00;122.00;182.00
C103S20;3;44;32.00;30.00;5.00;28.00;88.00
C103S20;3;71;95.00;35.00;5.00;75.00;135.00
C103S20;3;76;90.00;35.00;5.00;175.00;235.00
C103S20;4;11;35.00;69.00;5.00;30.00;90.00
C103S20;4;57;40.00;15.00;5.00;53.00;113.00
C103S20;4;58;38.00;5.00;5.00;176.00;236.00
C103S20;4;63;50.00;40.00;5.00;40.00;100.00
C103S20;4;82;75.00;55.00;5.00;98.00;158.00
C103S20;4;90;60.00;55.00;5.00;89.00;149.00
C103S20;4;99;55.00;80.00;5.00;147.00;207.00
C103S20;5;10;35.00;66.00;5.00;86.00;146.00
C103S20;5;15;20.00;80.00;5.00;45.00;105.00
C103S20;5;58;38.00;5.00;5.00;131.00;191.00
C103S20;5;76;90.00;35.00;5.00;50.00;110.00
C103S20;5;84;70.00;58.00;5.00;127.00;187.00
C103S20;5;86;66.00;55.00;5.00;133.00;193.00
C103S20;5;99;55.00;80.00;5.00;170.00;230.00
C103S20;6;11;35.00;69.00;5.00;163.00;223.00
C103S20;6;33;8.00;40.00;5.00;27.00;87.00
C103S20;6;58;38.00;5.00;5.00;72.00;132.00
C103S20;6;61;50.00;30.00;5.00;10.00;70.00
C103S20;6;95;62.00;80.00;5.00;130.00;190.00
C103S20;7;17;18.00;75.00;5.00;152.00;212.00
C103S20;7;27;23.00;52.00;5.00;102.00;162.00
C103S20;7;61;50.00;30.00;5.00;10.00;70.00
C103S20;7;81;85.00;35.00;5.00;15.00;75.00
C103S20;7;83;72.00;55.00;5.00;170.00;230.00
C103S20;7;93;65.00;85.00;5.00;119.00;179.00
C103S20;8;6;40.00;69.00;5.00;104.00;164.00
C103S20;8;10;35.00;66.00;5.00;63.00;123.00
C103S20;8;67;47.00;40.00;5.00;155.00;215.00
C103S20;8;81;85.00;35.00;5.00;174.00;234.00
C103S20;8;84;70.00;58.00;5.00;158.00;218.00
C103S20;8;93;65.00;85.00;5.00;27.00;87.00
C103S20;9;9;38.00;70.00;5.00;171.00;231.00
C103S20;9;14;22.00;85.00;5.00;28.00;88.00
C103S20;9;35;5.00;35.00;5.00;156.00;216.00
C103S20;9;39;0.00;45.00;5.00;98.00;158.00
C103S20;9;43;33.00;35.00;5.00;43.00;103.00
C103S20;9;65;48.00;40.00;5.00;21.00;81.00
C103S20;9;93;65.00;85.00;5.00;64.00;124.00
C103S20;9;96;60.00;80.00;5.00;171.00;231.00
C104S10;0;3;42.00;66.00;5.00;108.00;168.00
C104S10;0;34;8.00;45.00;5.00;124.00;184.00
C104S10;0;51;25.00;30.00;5.00;63.00;123.00
C104S10;0;53;44.00;5.00;5.00;47.00;107.00
C104S10;0;54;42.00;10.00;5.00;101.00;161.00
C104S10;0;58;38.00;5.00;5.00;48.00;108.00
C104S10;0;59;38.00;15.00;5.00;54.00;114.00
C104S10;0;62;50.00;35.00;5.00;54.00;114.00
C104S10;0;75;45.00;65.00;5.00;30.00;90.00
C104S10;0;76;90.00;35.00;5.00;107.00;167.00
C104S10;0;83;72.00;55.00;5.00;114.00;174.00
C104S10;0;84;70.00;58.00;5.00;151.00;211.00
C104S10;0;95;62.00;80.00;5.00;142.00;202.00
C104S10;0;99;55.00;80.00;5.00;64.00;124.00
C104S10;1;3;42.00;66.00;5.00;96.00;156.00
C104S10;1;5;42.00;65.00;5.00;173.00;233.00
C104S10;1;6;40.00;69.00;5.00;36.00;96.00
C104S10;1;7;40.00;66.00;5.00;178.00;238.00
C104S10;1;9;38.00;70.00;5.00;28.00;88.00
C104S10;1;25;25.00;52.00;5.00;144.00;204.00
C104S10;1;26;25.00;55.00;5.00;73.00;133.00
C104S10;1;39;0.00;45.00;5.00;88.00;148.00
C104S10;1;50;26.00;32.00;5.00;143.00;203.00
C104S10;1;60;35.00;5.00;5.00;35.00;95.00
C104S10;1;61;50.00;30.00;5.00;91.00;151.00
C104S10;1;65;48.00;40.00;5.00;60.00;120.00
C104S10;1;82;75.00;55.00;5.00;139.00;199.00
C104S10;1;85;68.00;60.00;5.00;133.00;193.00
C104S10;1;87;65.00;55.00;5.00;14.00;74.00
C104S10;1;89;63.00;58.00;5.00;54.00;114.00
C104S10;2;7;40.00;66.00;5.00;47.00;107.00
C104S10;2;8;38.00;68.00;5.00;69.00;129.00
C104S10;2;15;20.00;80.00;5.00;176.00;236.00
C104S10;2;36;5.00;45.00;5.00;176.00;236.00
C104S10;2;39;0.00;45.00;5.00;123.00;183.00
C104S10;2;49;28.00;35.00;5.00;54.00;114.00
C104S10;2;50;26.00;32.00;5.00;154.00;214.00
